Entry	Length	Annotation	Mass
Q552R1	325	2.0	36819
Q552R4	166	2.0	18904
Q552S7	190	2.0	20763
Q552W4	1385	2.0	163782
Q552Y0	548	2.0	62478
Q552Y2	257	2.0	30662
Q552Y8	262	2.0	29204
Q552Z6	449	2.0	49634
Q553A4	1163	2.0	133059
Q553B4	527	2.0	61433
Q553B6	413	2.0	47700
Q553C3	184	2.0	21479
Q553D3	1173	2.0	137760
Q553E8	271	2.0	31576
Q553F8	1186	2.0	130901
Q553G1	200	2.0	23239
Q553J7	1163	2.0	136093
Q553K8	747	2.0	85754
Q553M7	187	2.0	21164
Q553N4	994	2.0	112220
Q553N9	535	2.0	61514
Q553P9	1328	2.0	152563
Q553Q8	141	2.0	15872
Q553R1	1048	2.0	118029
Q553R3	1377	2.0	154713
Q553S1	141	2.0	15805
Q553S5	160	2.0	18662
Q553S7	714	2.0	79824
Q553T2	695	2.0	75877
Q553T4	2991	2.0	343109
Q553X3	799	2.0	89039
Q553Y8	941	2.0	107382
Q553Y9	2107	2.0	238694
Q554C4	573	2.0	62164
Q554C9	568	2.0	66632
Q554D9	653	2.0	74555
Q554G7	178	2.0	19622
Q554H5	563	2.0	64528
Q554J3	107	2.0	11242
Q554K2	355	2.0	38883
Q554L2	831	2.0	95386
Q554N4	943	2.0	109641
Q554P0	787	2.0	87684
Q554S4	530	2.0	60678
Q554U6	404	2.0	47210
Q554U7	227	2.0	26206
Q554Y4	754	2.0	81995
Q554Z5	688	2.0	77120
Q555A3	274	2.0	30576
Q555C0	354	2.0	41647
Q555C6	6061	2.0	694128
Q555C8	143	2.0	16016
Q555D2	1839	2.0	186336
Q555E5	487	2.0	54634
Q555F1	458	2.0	53027
Q555F9	1308	2.0	149113
Q555G9	532	2.0	60441
Q555H5	1767	2.0	199132
Q555I0	335	2.0	37421
Q555K3	1004	2.0	112905
Q555M9	1880	2.0	209062
Q555Q0	443	2.0	51864
Q555U5	854	2.0	97923
Q555U6	586	2.0	67990
Q555V7	938	2.0	107744
Q555V8	1112	2.0	123965
Q555W6	616	2.0	71027
Q555X7	355	2.0	40820
Q555Z2	1487	2.0	172778
Q556A3	1357	2.0	157813
Q556F2	170	2.0	19410
Q556G6	1518	2.0	174934
Q556H5	138	2.0	15582
Q556I2	218	2.0	24708
Q556J1	413	2.0	48237
Q556J3	102	2.0	11671
Q556J9	270	2.0	31623
Q556K3	471	2.0	53612
Q556K4	467	2.0	53140
Q556M4	493	2.0	56819
Q556M5	484	2.0	55936
Q556N9	970	2.0	108010
Q556S0	734	2.0	83748
Q556U5	208	2.0	23634
Q556V1	205	2.0	23681
Q556V8	306	2.0	34966
Q556W4	385	2.0	44543
Q556W7	122	2.0	14219
Q556Y1	66	2.0	7290
Q556Z2	694	2.0	78162
Q556Z9	311	2.0	34759
Q557B5	1280	2.0	140218
Q557B6	385	2.0	43925
Q557D0	1364	2.0	155171
Q557D1	723	2.0	81892
Q557D6	268	2.0	30982
Q557E3	605	2.0	72359
Q557F6	413	2.0	47881
Q557F7	386	2.0	44685
Q557G3	142	2.0	16844
Q557G4	332	2.0	37705
Q557H3	987	2.0	112505
Q557I4	1007	2.0	115823
Q557I5	295	2.0	32036
Q557J5	291	2.0	33191
Q557J8	494	2.0	57087
Q557K0	450	2.0	52186
Q557K2	409	2.0	47489
Q557T0	268	2.0	31064
Q558S4	584	2.0	65907
Q558W0	390	2.0	45107
Q558X5	101	2.0	11632
Q558Y5	1114	2.0	131720
Q558Z3	214	2.0	24705
Q559A0	1164	2.0	129609
Q559A5	984	2.0	112079
Q559B8	692	2.0	77871
Q559E8	514	2.0	59751
Q559F5	1209	2.0	131372
Q559H1	84	2.0	10063
Q559I7	1493	2.0	165452
Q559I8	301	2.0	32706
Q559K0	566	2.0	64699
Q559M5	443	2.0	50531
Q559N7	748	2.0	83454
Q559P7	547	2.0	61394
Q559R2	595	2.0	68375
Q559R3	1078	2.0	121158
Q559R8	1540	2.0	167321
Q559U0	1362	2.0	146208
Q559Z0	356	2.0	40475
Q559Z2	964	2.0	110013
Q559Z4	117	2.0	13200
Q55A00	406	2.0	45887
Q55A15	1014	2.0	115185
Q55A19	143	2.0	15625
Q55A32	1293	2.0	143621
Q55A39	619	2.0	67092
Q55A46	469	2.0	52405
Q55A63	780	2.0	88453
Q55A66	1084	2.0	124146
Q55AA6	715	2.0	81147
Q55AA8	866	2.0	101457
Q55AB5	133	2.0	15276
Q55AD4	717	2.0	84660
Q55AD9	183	2.0	20696
Q55AE0	875	2.0	100101
Q55AH5	120	2.0	13345
Q55AH8	519	2.0	59546
Q55AI4	1603	2.0	180123
Q55AJ1	814	2.0	89682
Q55AJ4	492	2.0	55648
Q55AJ7	772	2.0	92294
Q55AK1	354	2.0	41402
Q55AK6	1618	2.0	187069
Q55AP4	307	2.0	35797
Q55AP9	836	2.0	94605
Q55AQ3	381	2.0	43937
Q55AQ4	988	2.0	112372
Q55AQ9	105	2.0	11549
Q55AR8	355	2.0	39502
Q55AS5	251	2.0	28548
Q55AW0	1195	2.0	134628
Q55AW2	1066	2.0	119526
Q55AZ2	1738	2.0	199591
Q55B06	923	2.0	107067
Q55B10	385	2.0	42312
Q55B11	550	2.0	61198
Q55B62	306	2.0	35709
Q55B97	1201	2.0	135511
Q55B99	1193	2.0	135917
Q55BA2	503	2.0	54423
Q55BA4	299	2.0	33974
Q55BA5	376	2.0	42914
Q55BB0	217	2.0	23884
Q55BB8	779	2.0	87207
Q55BC4	512	2.0	57958
Q55BE1	542	2.0	63555
Q55BE5	624	2.0	70015
Q55BE6	144	2.0	16384
Q55BF5	94	2.0	10709
Q55BF6	454	2.0	49293
Q55BF8	999	2.0	111635
Q55BH6	698	2.0	79748
Q55BH8	641	2.0	73463
Q55BJ2	526	2.0	59031
Q55BJ6	572	2.0	65567
Q55BK0	330	2.0	36081
Q55BK1	524	2.0	60067
Q55BL4	151	2.0	17136
Q55BL8	992	2.0	115787
Q55BL9	1369	2.0	158723
Q55BM0	111	2.0	13233
Q55BM1	1360	2.0	157740
Q55BM5	470	2.0	54483
Q55BM8	472	2.0	53585
Q55BN3	197	2.0	19389
Q55BN7	105	2.0	11541
Q55BP1	768	2.0	88879
Q55BP7	881	2.0	101600
Q55BP8	272	2.0	31654
Q55BP9	660	2.0	76002
Q55BQ0	2104	2.0	237541
Q55BQ3	1125	2.0	125380
Q55BQ8	2176	2.0	244305
Q55BR0	1992	2.0	221287
Q55BR6	1080	2.0	125199
Q55BS1	784	2.0	89448
Q55BS4	966	2.0	106908
Q55BS7	214	2.0	25649
Q55BS9	112	2.0	12131
Q55BU1	165	2.0	18812
Q55BU2	276	2.0	30513
Q55BU3	221	2.0	25722
Q55BU7	503	2.0	57639
Q55BU8	233	2.0	26715
Q55BU9	492	2.0	56077
Q55BV7	668	2.0	78645
Q55BW3	1103	2.0	124130
Q55BX7	450	2.0	51864
Q55BY4	248	2.0	29491
Q55BY9	482	2.0	53688
Q55BZ5	441	2.0	49203
Q55C04	441	2.0	51060
Q55C18	538	2.0	62823
Q55C28	680	2.0	75756
Q55C32	3247	2.0	375170
Q55C43	1714	2.0	195545
Q55C49	1006	2.0	110895
Q55C50	250	2.0	28870
Q55C58	832	2.0	94870
Q55C62	194	2.0	22280
Q55C65	1154	2.0	132610
Q55C66	478	2.0	52833
Q55C67	237	2.0	27344
Q55C68	687	2.0	78804
Q55C70	374	2.0	43667
Q55C74	572	2.0	63698
Q55C75	382	2.0	44222
Q55C80	367	2.0	42561
Q55C82	199	2.0	22791
Q55C84	1578	2.0	173483
Q55C90	782	2.0	88837
Q55CA1	889	2.0	103880
Q55CA5	242	2.0	27462
Q55CB4	588	2.0	67624
Q55CB6	1362	2.0	155569
Q55CC1	578	2.0	66912
Q55CD0	1055	2.0	117501
Q55CD3	730	2.0	83212
Q55CD9	451	2.0	51141
Q55CE3	646	2.0	72961
Q55CH2	756	2.0	86115
Q55CH7	129	2.0	14572
Q55CI7	595	2.0	67760
Q55CJ5	1076	2.0	119078
Q55CJ6	357	2.0	39774
Q55CJ7	355	2.0	39599
Q55CJ8	842	2.0	96886
Q55CM2	820	2.0	89373
Q55CM6	825	2.0	96624
Q55CM7	335	2.0	38954
Q55CN8	506	2.0	58008
Q55CP7	665	2.0	72606
Q55CR2	372	2.0	42025
Q55CR3	391	2.0	45269
Q55CS4	1190	2.0	136735
Q55CT6	692	2.0	77588
Q55CT8	72	2.0	8531
Q55CU2	375	2.0	42340
Q55CU6	1244	2.0	141516
Q55CU8	364	2.0	42386
Q55CV4	230	2.0	25397
Q55CV5	235	2.0	25499
Q55CV7	238	2.0	26334
Q55CV9	471	2.0	52484
Q55CW1	553	2.0	65038
Q55CW5	103	2.0	11880
Q55CW7	235	2.0	25464
Q55CX3	466	2.0	54634
Q55CX9	1065	2.0	123614
Q55CY2	611	2.0	69796
Q55CY7	856	2.0	97614
Q55CZ2	364	2.0	43043
Q55CZ6	719	2.0	82930
Q55D05	273	2.0	32636
Q55D06	496	2.0	57425
Q55D12	501	2.0	57408
Q55D16	445	2.0	52688
Q55D20	1381	2.0	159274
Q55D32	704	2.0	79578
Q55D33	371	2.0	42337
Q55D35	808	2.0	94205
Q55D46	1322	2.0	154465
Q55D50	867	2.0	96348
Q55D55	206	2.0	24874
Q55D59	360	2.0	39966
Q55D86	485	2.0	54364
Q55D94	361	2.0	41502
Q55DA2	333	2.0	38366
Q55DA4	354	2.0	40736
Q55DB6	383	2.0	43082
Q55DC5	423	2.0	46336
Q55DD6	620	2.0	70340
Q55DE2	756	2.0	88003
Q55DE7	1103	2.0	121136
Q55DF6	518	2.0	58679
Q55DG0	568	2.0	65312
Q55DH6	270	2.0	31043
Q55DI9	227	2.0	26459
Q55DJ0	549	2.0	61339
Q55DJ3	309	2.0	36620
Q55DJ4	164	2.0	18755
Q55DJ5	178	2.0	20052
Q55DL1	485	2.0	55597
Q55DM5	359	2.0	39555
Q55DN3	904	2.0	99087
Q55DN5	1386	2.0	151392
Q55DP9	1448	2.0	165961
Q55DQ0	285	2.0	32948
Q55DQ2	1442	2.0	164045
Q55DQ5	345	2.0	39699
Q55DR2	334	2.0	38666
Q55DR9	1534	2.0	172758
Q55DS5	1546	2.0	171394
Q55DT6	787	2.0	90453
Q55DT7	634	2.0	70779
Q55DU1	90	2.0	9640
Q55DU3	92	2.0	9817
Q55DU4	333	2.0	37764
Q55DW8	350	2.0	40094
Q55DX7	1068	2.0	121162
Q55DY8	308	2.0	33914
Q55DZ3	2221	2.0	257687
Q55DZ8	400	2.0	45850
Q55E04	1292	2.0	146360
Q55E13	477	2.0	53550
Q55E18	1060	2.0	121833
Q55E21	197	2.0	22489
Q55E25	733	2.0	81742
Q55E33	499	2.0	56488
Q55E34	299	2.0	31719
Q55E35	183	2.0	20796
Q55E45	303	2.0	34018
Q55E61	1313	2.0	148188
Q55E62	449	2.0	50772
Q55E69	232	2.0	26074
Q55E74	478	2.0	53364
Q55E77	3534	2.0	390892
Q55E85	344	2.0	37959
Q55E86	702	2.0	78477
Q55E88	636	2.0	76103
Q55E93	418	2.0	47386
Q55E99	291	2.0	34063
Q55EA0	1140	2.0	129729
Q55EA2	211	2.0	24943
Q55EB8	836	2.0	96211
Q55EC4	583	2.0	68986
Q55EC9	850	2.0	97903
Q55ED0	387	2.0	43405
Q55ED1	321	2.0	36644
Q55ED6	324	2.0	34849
Q55EF0	218	2.0	25043
Q55EG6	222	2.0	25538
Q55EH8	701	2.0	78738
Q55EI3	4241	2.0	485001
Q55EK0	646	2.0	72375
Q55EK1	703	2.0	79369
Q55EK2	532	2.0	59871
Q55EK3	628	2.0	73183
Q55EL2	230	2.0	27236
Q55EN5	409	2.0	47695
Q55EN8	957	2.0	108846
Q55EP5	349	2.0	40929
Q55EP9	366	2.0	42047
Q55EQ0	623	2.0	69412
Q55EQ1	186	2.0	20929
Q55EQ6	654	2.0	74100
Q55EQ7	666	2.0	73423
Q55ER5	188	2.0	21537
Q55ER6	435	2.0	49791
Q55ER8	538	2.0	61683
Q55ET3	204	2.0	23047
Q55ET7	393	2.0	44120
Q55EU1	414	2.0	46269
Q55EU4	436	2.0	49513
Q55EV9	805	2.0	93263
Q55EX3	115	2.0	12036
Q55EX4	746	2.0	84524
Q55EX5	97	2.0	10782
Q55EX8	493	2.0	57912
Q55EX9	263	2.0	29985
Q55EZ4	1520	2.0	173734
Q55EZ5	331	2.0	38276
Q55F07	752	2.0	87313
Q55F11	551	2.0	61360
Q55F12	680	2.0	77573
Q55F19	286	2.0	33050
Q55F26	1772	2.0	201984
Q55F27	317	2.0	36756
Q55F30	1163	2.0	123038
Q55F59	825	2.0	98020
Q55F60	805	2.0	93301
Q55F77	492	2.0	55047
Q55F81	1758	2.0	201935
Q55FA4	356	2.0	40319
Q55FA8	818	2.0	92263
Q55FB1	1504	2.0	172565
Q55FB2	511	2.0	59748
Q55FD0	270	2.0	30578
Q55FD5	550	2.0	64059
Q55FD6	688	2.0	77409
Q55FE0	250	2.0	29023
Q55FE6	457	2.0	49494
Q55FF7	898	2.0	102181
Q55FI2	1861	2.0	212851
Q55FI3	460	2.0	53166
Q55FI7	156	2.0	18004
Q55FJ0	2179	2.0	245159
Q55FJ5	666	2.0	75335
Q55FJ8	996	2.0	111091
Q55FK8	814	2.0	89763
Q55FM3	196	2.0	22262
Q55FM7	454	2.0	50946
Q55FP6	459	2.0	53163
Q55FQ4	552	2.0	59687
Q55FQ5	267	2.0	30073
Q55FQ6	500	2.0	54878
Q55FR8	519	2.0	58763
Q55FS4	954	2.0	106140
Q55FT5	911	2.0	106365
Q55FU0	433	2.0	50194
Q55FU2	300	2.0	34340
Q55FU7	898	2.0	100403
Q55FV8	369	2.0	40639
Q55FW3	1109	2.0	123304
Q55FX3	537	2.0	60015
Q55FX6	365	2.0	41917
Q55FY1	961	2.0	108314
Q55FY5	1088	2.0	121813
Q55FZ9	646	2.0	74196
Q55G09	680	2.0	77937
Q55G16	355	2.0	40656
Q55G18	128	2.0	14399
Q55G23	213	2.0	24783
Q55G27	1063	2.0	118354
Q55G28	216	2.0	24511
Q55G48	502	2.0	56363
Q55G71	640	2.0	73863
Q55G83	689	2.0	79409
Q55G89	1306	2.0	151251
Q55G97	1033	2.0	118086
Q55GA0	462	2.0	53475
Q55GA4	644	2.0	74212
Q55GA8	429	2.0	50098
Q55GA9	777	2.0	88636
Q55GD1	592	2.0	66667
Q55GD7	145	2.0	16423
Q55GD9	194	2.0	23306
Q55GE1	1120	2.0	128504
Q55GG1	530	2.0	59429
Q55GG3	818	2.0	93273
Q55GG8	112	2.0	12499
Q55GH8	132	2.0	14760
Q55GI5	446	2.0	49908
Q55GI8	887	2.0	99445
Q55GJ3	923	2.0	107945
Q55GJ7	75	2.0	8672
Q55GJ8	475	2.0	56133
Q55GJ9	381	2.0	44354
Q55GK0	952	2.0	104389
Q55GK3	669	2.0	76035
Q55GL2	75	2.0	9290
Q55GL3	442	2.0	48981
Q55GL9	359	2.0	39545
Q55GM5	194	2.0	22588
Q55GM6	525	2.0	60480
Q55GN3	116	2.0	13394
Q55GN5	461	2.0	52335
Q55GN8	564	2.0	63571
Q55GP2	148	2.0	17383
Q55GP6	429	2.0	49408
Q55GP8	684	2.0	74889
Q55GR8	337	2.0	37563
Q55GT0	674	2.0	75745
Q55GT5	170	2.0	19131
Q55GU3	133	2.0	14936
Q55GU4	97	2.0	11072
Q55GU7	488	2.0	54240
Q55GU9	1260	2.0	142747
Q55GV8	720	2.0	80916
Q55GW8	391	2.0	44900
Q55GX6	1335	2.0	156010
Q55GX9	1322	2.0	154532
Q55H04	1153	2.0	134407
Q5KSV0	650	2.0	72248
Q5R1U3	94	2.0	10739
Q6DN52	191	2.0	21694
Q6TMJ1	288	2.0	33143
Q6TMJ3	357	2.0	40049
Q6TMJ4	516	2.0	58623
Q6TMJ6	426	2.0	46615
Q6TMJ7	435	2.0	47822
Q6TU45	445	2.0	47051
Q6UUW5	442	2.0	50695
Q6UUW6	361	2.0	41278
Q71A37	184	2.0	21035
Q71A38	239	2.0	27247
Q71VC9	400	2.0	44100
Q75J91	496	2.0	54457
Q75JA0	1024	2.0	115698
Q75JA1	1325	2.0	145605
Q75JA4	782	2.0	87091
Q75JC8	113	2.0	13484
Q75JD5	562	2.0	62570
Q75JE1	171	2.0	19398
Q75JE2	291	2.0	33669
Q75JF3	757	2.0	85415
Q75JF9	384	2.0	45038
Q75JG8	273	2.0	31016
Q75JJ6	812	2.0	93398
Q75JK5	429	2.0	48973
Q75JK6	74	2.0	8396
Q75JK9	674	2.0	77193
Q75JL4	2526	2.0	288864
Q75JL7	431	2.0	48183
Q75JL8	628	2.0	70461
Q75JM8	353	2.0	40775
Q75JN3	507	2.0	58061
Q75JN6	133	2.0	14653
Q75JP7	691	2.0	76781
Q75JP9	440	2.0	50663
Q75JQ5	224	2.0	25677
Q75JR6	1779	2.0	200045
Q75JS0	538	2.0	59250
Q75JS8	844	2.0	94366
Q75JX1	725	2.0	79620
Q75JY8	522	2.0	56304
Q75JZ0	519	2.0	58427
Q75K12	591	2.0	68462
Q75K22	538	2.0	61817
Q75K27	126	2.0	14292
Q769F6	221	2.0	25234
Q76NU3	539	2.0	59392
Q76NU5	205	2.0	23526
Q76P11	1232	2.0	135953
Q76P15	314	2.0	35886
Q76P36	55	2.0	6556
Q76P38	398	2.0	45161
Q7KWK7	1041	2.0	117568
Q7KWL3	445	2.0	51067
Q7KWM6	338	2.0	37365
Q7KWN0	158	2.0	18526
Q7KWN2	601	2.0	70174
Q7KWP1	657	2.0	74689
Q7KWP5	345	2.0	38401
Q7KWP7	583	2.0	65344
Q7KWQ5	312	2.0	36552
Q7KWR7	474	2.0	53730
Q7KWS8	902	2.0	101857
Q7KWW7	437	2.0	49142
Q7KWX1	628	2.0	72065
Q7M3S9	943	2.0	106113
Q7Z115	938	2.0	107209
Q7Z200	758	2.0	84187
Q869K3	311	2.0	34057
Q869L7	184	2.0	21203
Q869L9	458	2.0	51261
Q869N1	113	2.0	12715
Q869N6	299	2.0	32913
Q869Q1	480	2.0	56024
Q869Q2	317	2.0	36493
Q869Q8	500	2.0	57061
Q869Q9	347	2.0	40675
Q869R1	555	2.0	62078
Q869R3	1638	2.0	190767
Q869R9	734	2.0	81264
Q869S8	269	2.0	30503
Q869S9	180	2.0	21169
Q869T4	1414	2.0	157288
Q869U2	335	2.0	38943
Q869U4	1306	2.0	150082
Q869U7	154	2.0	17921
Q869W1	205	2.0	23518
Q869W7	351	2.0	40145
Q869X0	569	2.0	64854
Q869X5	639	2.0	75538
Q869Z1	1472	2.0	167047
Q869Z3	584	2.0	66878
Q86A01	647	2.0	74427
Q86A05	196	2.0	21467
Q86A08	799	2.0	91730
Q86A13	526	2.0	59552
Q86A18	455	2.0	51271
Q86A24	211	2.0	24823
Q86A72	225	2.0	25242
Q86A74	430	2.0	47865
Q86A77	257	2.0	28610
Q86A88	91	2.0	10589
Q86A92	100	2.0	11736
Q86A97	400	2.0	45485
Q86AA1	170	2.0	19221
Q86AD5	413	2.0	45747
Q86AF0	366	2.0	41464
Q86AF3	509	2.0	55664
Q86AF6	1021	2.0	112768
Q86AF7	734	2.0	86251
Q86AG5	608	2.0	66425
Q86AG8	481	2.0	55306
Q86AH4	629	2.0	72043
Q86AP4	355	2.0	39392
Q86AP7	1173	2.0	130854
Q86AR1	1163	2.0	135114
Q86AS3	1918	2.0	205102
Q86AS4	1104	2.0	122685
Q86AS6	481	2.0	54493
Q86AU1	225	2.0	25955
Q86AV5	301	2.0	33093
Q86AW2	449	2.0	49233
Q86AW8	312	2.0	35399
Q86AX3	672	2.0	74813
Q86AY4	449	2.0	52883
Q86AZ6	815	2.0	91016
Q86AZ8	730	2.0	80830
Q86B00	499	2.0	56342
Q86B05	164	2.0	19691
Q86B07	564	2.0	63662
Q86B18	651	2.0	73357
Q86GJ9	637	2.0	72021
Q86H31	303	2.0	34235
Q86H44	947	2.0	107235
Q86H49	135	2.0	16104
Q86H52	1158	2.0	131388
Q86H60	179	2.0	19959
Q86H62	240	2.0	27479
Q86H65	98	2.0	11011
Q86H80	683	2.0	77376
Q86HD1	546	2.0	62864
Q86HD3	223	2.0	25836
Q86HF5	1208	2.0	137164
Q86HF6	798	2.0	91443
Q86HG0	412	2.0	45979
Q86HI2	299	2.0	35075
Q86HL5	468	2.0	52921
Q86HL7	904	2.0	103914
Q86HL8	362	2.0	42447
Q86HN1	1165	2.0	129283
Q86HN8	436	2.0	48164
Q86HQ2	626	2.0	70566
Q86HQ3	1053	2.0	122393
Q86HS0	307	2.0	35260
Q86HS8	255	2.0	28143
Q86HS9	336	2.0	39425
Q86HT1	730	2.0	79064
Q86HT7	696	2.0	75715
Q86HV4	439	2.0	49590
Q86HV8	222	2.0	24114
Q86HX1	1114	2.0	122740
Q86HX9	894	2.0	100912
Q86I09	1326	2.0	153017
Q86I11	614	2.0	69242
Q86I14	209	2.0	24396
Q86I15	482	2.0	56518
Q86I19	1686	2.0	184519
Q86I20	811	2.0	92704
Q86I31	885	2.0	99580
Q86I34	559	2.0	64701
Q86I37	649	2.0	74700
Q86I40	338	2.0	38762
Q86I59	341	2.0	39874
Q86I66	2284	2.0	258724
Q86I82	435	2.0	47864
Q86I95	198	2.0	22315
Q86IB2	477	2.0	56295
Q86IB5	372	2.0	41702
Q86IB7	652	2.0	73866
Q86IC7	277	2.0	32280
Q86IC8	231	2.0	25854
Q86IC9	230	2.0	25745
Q86IE2	1128	2.0	126546
Q86IE7	291	2.0	33615
Q86IF6	545	2.0	61958
Q86IF9	736	2.0	84823
Q86II5	212	2.0	24859
Q86IU3	956	2.0	107437
Q86IU8	1313	2.0	151357
Q86IV3	515	2.0	61504
Q86IV6	1838	2.0	208418
Q86IV7	192	2.0	21973
Q86IW0	222	2.0	25024
Q86IW5	704	2.0	80986
Q86IW7	2102	2.0	237496
Q86IX3	122	2.0	14455
Q86IX4	709	2.0	69103
Q86IZ2	113	2.0	12894
Q86J15	3417	2.0	392544
Q86J16	919	2.0	103851
Q86J17	201	2.0	21998
Q86J23	132	2.0	14408
Q86J24	501	2.0	57915
Q86JC5	1051	2.0	118271
Q86JC8	198	2.0	22994
Q86JE1	205	2.0	22999
Q86JE5	218	2.0	25564
Q86JG6	378	2.0	42307
Q86JH5	729	2.0	82701
Q86JJ5	120	2.0	13894
Q86JM3	293	2.0	33474
Q86JM4	267	2.0	30102
Q86K01	205	2.0	24270
Q86K35	237	2.0	27537
Q86K39	467	2.0	50109
Q86K46	423	2.0	49254
Q86K48	322	2.0	37223
Q86K54	333	2.0	38267
Q86K64	127	2.0	14891
Q86K78	322	2.0	37028
Q86K80	527	2.0	59685
Q86K84	653	2.0	71928
Q86K90	1378	2.0	157122
Q86K94	186	2.0	21211
Q86KB4	727	2.0	82281
Q86KB5	246	2.0	28888
Q86KC8	610	2.0	67847
Q86KD1	1238	2.0	138935
Q86KD2	827	2.0	91759
Q86KD9	1225	2.0	135720
Q86KE7	255	2.0	30025
Q86KF0	1152	2.0	127062
Q86KF5	201	2.0	22891
Q86KG4	466	2.0	52915
Q86KL4	182	2.0	20422
Q86KL6	492	2.0	55024
Q86KP5	243	2.0	26526
Q86KR1	154	2.0	18116
Q86KT0	1173	2.0	133242
Q86KX6	595	2.0	69161
Q86L05	217	2.0	24340
Q86L07	164	2.0	19300
Q86L18	535	2.0	59681
Q86L22	149	2.0	16377
Q86L24	417	2.0	49103
Q86L44	837	2.0	95233
Q86L54	530	2.0	61564
Q86L99	1523	2.0	166907
Q86M88	1175	2.0	129114
Q8I7C4	2536	2.0	283847
Q8I7C5	804	2.0	91422
Q8I7W9	1369	2.0	156673
Q8IS14	812	2.0	91804
Q8IS15	824	2.0	91994
Q8IS19	668	2.0	77224
Q8MML6	445	2.0	50790
Q8MML7	389	2.0	45797
Q8MMR8	637	2.0	70281
Q8MMS1	638	2.0	72672
Q8MP20	698	2.0	81318
Q8MP58	1066	2.0	121291
Q8MPA5	207	2.0	23422
Q8MPA7	202	2.0	23160
Q8MTJ7	158	2.0	17663
Q8MXL9	335	2.0	37750
Q8MXN7	334	2.0	37686
Q8MXQ2	224	2.0	25631
Q8MXQ3	819	2.0	94520
Q8MYE8	425	2.0	47096
Q8MYF2	256	2.0	29518
Q8N0B5	577	2.0	66031
Q8SSN5	173	2.0	20006
Q8SSN9	1140	2.0	124451
Q8SSW7	1043	2.0	116900
Q8ST25	1556	2.0	170504
Q8ST87	1334	2.0	149289
Q8T126	1304	2.0	147936
Q8T145	1789	2.0	201678
Q8T158	930	2.0	105878
Q8T183	394	2.0	45730
Q8T197	316	2.0	35756
Q8T199	437	2.0	50464
Q8T1D4	496	2.0	57902
Q8T1V4	85	2.0	9449
Q8T1V6	190	2.0	21749
Q8T1V7	430	2.0	47075
Q8T282	1406	2.0	158243
Q8T2A1	3763	2.0	416946
Q8T2F2	694	2.0	81013
Q8T2F8	1097	2.0	122648
Q8T2H0	315	2.0	35574
Q8T2J5	569	2.0	66133
Q8T2J7	466	2.0	54236
Q8T2K9	543	2.0	62030
Q8T2Q2	522	2.0	59843
Q8T2Q6	379	2.0	43303
Q8T663	1118	2.0	129555
Q8T665	266	2.0	29859
Q8T6B6	642	2.0	72822
Q8T6B8	708	2.0	79896
Q8T6H5	1247	2.0	139562
Q8T6I6	700	2.0	79171
Q8T867	730	2.0	84660
Q8T8P2	603	2.0	67481
Q8WSV6	337	2.0	38827
Q94473	276	2.0	30444
Q94489	759	2.0	83522
Q94491	271	2.0	31329
Q94494	715	2.0	77124
Q95024	991	2.0	109187
Q95PJ5	536	2.0	60479
Q95UC5	700	2.0	77141
Q95UP9	152	2.0	17208
Q95US4	768	2.0	85337
Q95ZG5	1203	2.0	140935
Q95ZG6	1964	2.0	227414
Q95ZG7	1883	2.0	217456
Q966Q9	165	2.0	19893
Q966R0	163	2.0	18924
Q9BMX0	441	2.0	49346
Q9GPR0	150	2.0	17763
Q9GPR3	153	2.0	16871
Q9GPS1	140	2.0	16104
Q9GPS9	1220	2.0	132392
Q9GPT6	338	2.0	38417
Q9GQ51	1437	2.0	164175
Q9GS21	132	2.0	14352
Q9GSB0	473	2.0	51809
Q9GV71	1543	2.0	173014
Q9GYD9	162	2.0	18627
Q9NGW7	1208	2.0	135613
Q9TGM3	796	2.0	93996
Q9TGM4	159	2.0	19358
Q9TVK6	1342	2.0	148023
Q9U567	364	2.0	41638
Q9U6D5	100	2.0	11936
Q9XK79	98	2.0	10567
Q9XPI7	244	2.0	28262
Q9XYP1	1069	2.0	122833
Q9XYR9	265	2.0	29613
Q9Y0A6	483	2.0	55276
W6K4Z1	794	2.0	90350
A0A0K2SR10	713	1.0	79879
A0A0K2SR14	1747	1.0	199466
A0A0K2SR34	727	1.0	81389
A0A0K2SRB5	1746	1.0	199393
A0A0U5KNR0	1074	1.0	118552
A0A2C9SN78	1040	1.0	120250
A0A8K1SM56	467	1.0	52324
A9CLV7	105	1.0	12655
A9CLV8	137	1.0	14981
B0G0Y7	105	1.0	11980
B0G0Y9	900	1.0	103862
B0G0Z2	302	1.0	34806
B0G0Z3	667	1.0	76368
B0G0Z4	112	1.0	12451
B0G0Z5	92	1.0	10270
B0G0Z6	235	1.0	25555
B0G0Z7	440	1.0	48934
B0G0Z8	122	1.0	13971
B0G105	1838	1.0	206570
B0G106	132	1.0	14888
B0G108	109	1.0	12303
B0G109	313	1.0	34040
B0G111	1012	1.0	112237
B0G115	887	1.0	105182
B0G116	409	1.0	45659
B0G118	1123	1.0	127422
B0G119	111	1.0	12165
B0G120	163	1.0	19056
B0G121	245	1.0	28417
B0G122	335	1.0	37412
B0G123	353	1.0	39585
B0G124	200	1.0	22136
B0G125	52	1.0	4992
B0G128	373	1.0	42113
B0G133	151	1.0	16951
B0G134	465	1.0	54418
