# Program:featureCounts v2.0.1; Command:"featureCounts" "-O" "-T" "8" "-a" "reference/D_discoideum_PASAua.gtf" "-o" "featureCounts_output.txt" "star_map/SRR1593424.bam" "star_map/SRR1593425.bam" "star_map/SRR1593426.bam" "star_map/SRR1593427.bam" "star_map/SRR1593428.bam" "star_map/SRR1593429.bam" "star_map/SRR1593430.bam" "star_map/SRR1593431.bam" "star_map/SRR1593432.bam" "star_map/SRR1593433.bam" "star_map/SRR1593434.bam" "star_map/SRR1593443.bam" "star_map/SRR1593444.bam" "star_map/SRR1593445.bam" "star_map/SRR1593446.bam" "star_map/SRR1593447.bam" "star_map/SRR1593448.bam" "star_map/SRR1593449.bam" "star_map/SRR1593450.bam" "star_map/SRR1593451.bam" "star_map/SRR1593452.bam" "star_map/SRR1593453.bam" 
Geneid	Chr	Start	End	Strand	Length	star_map/SRR1593424.bam	star_map/SRR1593425.bam	star_map/SRR1593426.bam	star_map/SRR1593427.bam	star_map/SRR1593428.bam	star_map/SRR1593429.bam	star_map/SRR1593430.bam	star_map/SRR1593431.bam	star_map/SRR1593432.bam	star_map/SRR1593433.bam	star_map/SRR1593434.bam	star_map/SRR1593443.bam	star_map/SRR1593444.bam	star_map/SRR1593445.bam	star_map/SRR1593446.bam	star_map/SRR1593447.bam	star_map/SRR1593448.bam	star_map/SRR1593449.bam	star_map/SRR1593450.bam	star_map/SRR1593451.bam	star_map/SRR1593452.bam	star_map/SRR1593453.bam
DDB_G0279369	3	1995959	1998148	-	2190	124	91	82	107	125	282	1175	1290	1680	726	1185	55	30	100	184	599	1524	493	341	239	743	795
DDB_G0279371	3;3;3	2000722;2001203;2003821	2000826;2003710;2004171	-;-;-	2964	171	16	6	40	72	57	64	27	47	17	22	114	5	3	48	35	44	51	39	42	30	34
DDB_G0279373	3;3	2004876;2006051	2005991;2006425	+;+	1491	314	47	92	128	160	105	123	157	239	236	174	145	68	86	143	151	126	286	209	115	265	168
DDB_G0279375	3;3	2006606;2007099	2007028;2007698	-;-	1023	111	32	21	40	52	29	53	94	271	141	182	117	34	54	94	68	50	37	111	84	170	125
DDB_G0279377	3;3	2008109;2008821	2008747;2009897	+;+	1716	345	165	188	204	261	219	310	343	674	478	572	293	279	251	357	321	390	695	437	324	577	423
DDB_G0302530	3	2010240	2013683	-	3444	53	76	54	92	94	68	49	61	134	75	65	49	42	50	87	68	69	55	43	39	81	77
DDB_G0279381	3;3	2014458;2015412	2015292;2016449	+;+	1873	13	10	6	7	12	3	10	7	12	2	4	18	12	10	18	6	18	13	17	5	15	5
DDB_G0279383	3;3;3	2017641;2018054;2018786	2017934;2018683;2018908	+;+;+	1047	6	4	6	6	1	1	2	0	3	2	2	7	7	3	6	1	4	1	0	3	0	0
DDB_G0279419	3	2020767	2022356	+	1590	115	75	124	96	123	138	109	125	168	225	174	59	73	85	77	181	182	254	102	87	139	73
DDB_G0279421	3;3;3;3	2022765;2023113;2023937;2024250	2022942;2023791;2023981;2024310	-;-;-;-	963	19	16	28	34	39	27	38	46	74	52	51	26	36	43	57	47	54	74	28	61	69	31
DDB_G0279425	3;3;3;3;3;3;3;3;3	2025217;2026711;2026738;2027302;2027302;2027556;2027556;2027749;2027749	2025397;2027120;2027120;2027452;2027452;2027645;2027645;2030760;2030760	+;+;+;+;+;+;+;+;+	3844	394	606	870	780	880	976	1213	2003	3214	3079	2845	199	437	578	760	1088	1898	2089	1410	924	2110	1626
DDB_G0279427	3;3;3;3	2032045;2033638;2034033;2034489	2033471;2033897;2034314;2034576	-;-;-;-	2057	370	162	319	454	488	394	358	523	1037	721	579	307	495	648	959	655	520	402	538	362	775	450
DDB_G0279429	3;3	2037645;2039737	2039633;2039867	-;-	2120	220	28	63	143	210	314	292	444	884	684	468	53	14	66	101	141	220	542	339	158	325	174
DDB_G0279431	3;3	2040372;2041975	2041839;2042128	-;-	1622	2	0	0	0	1	0	4	2	8	32	34	2	1	1	0	0	6	4	5	2	19	14
DDB_G0279433	3;3;3;3	2043258;2043988;2044367;2044727	2043831;2044139;2044461;2045009	-;-;-;-	1104	1260	282	231	159	183	152	207	212	354	252	218	590	282	264	350	287	236	149	274	276	313	213
DDB_G0279435	3;3;3	2045697;2046481;2047073	2046395;2046987;2047379	-;-;-	1513	162	13	34	49	47	41	26	30	27	61	37	161	38	40	106	61	43	28	43	47	48	44
DDB_G0279437	3;3	2047833;2049001	2048897;2049097	-;-	1162	471	151	370	214	312	236	191	244	237	177	85	317	405	671	578	445	199	116	374	251	349	201
DDB_G0279439	3;3	2050082;2051310	2051234;2052571	-;-	2415	160	230	290	386	445	453	326	462	890	577	638	147	115	225	285	340	581	385	303	290	520	403
DDB_G0279441	3;3;3	2053494;2054098;2056271	2054027;2056183;2057010	-;-;-	3360	112	96	93	112	128	89	72	95	207	204	197	90	42	65	113	69	62	30	71	63	123	65
DDB_G0279443	3;3	2058202;2058253	2059086;2059086	+;+	885	259	104	224	254	258	173	199	242	445	361	289	157	219	387	413	270	195	100	374	214	382	327
DDB_G0279445	3;3	2059739;2060001	2059902;2060751	+;+	915	5	8	11	16	21	10	19	12	27	30	50	14	15	25	41	14	20	4	21	19	37	36
DDB_G0279447	3	2061353	2061866	-	514	4	1	11	3	6	0	1	3	17	1	14	30	0	0	1	3	1	0	0	12	3	0
DDB_G0279449	3	2062975	2066277	+	3303	1131	840	1636	1457	1427	849	912	1382	2688	1633	1617	139	271	597	387	363	599	1900	1518	686	1507	902
DDB_G0279451	3;3;3	2066540;2067041;2067510	2066921;2067349;2067931	-;-;-	1113	203	51	102	108	128	102	103	204	300	184	121	228	123	151	218	183	164	63	197	131	180	124
DDB_G0279453	3;3;3;3	2068536;2069019;2070455;2070784	2068583;2070364;2070696;2071742	-;-;-;-	2595	11	11	15	18	20	19	20	34	70	53	59	10	1	11	19	11	13	6	17	13	49	29
DDB_G0279455	3;3	2074339;2074670	2074412;2075435	+;+	840	0	1	4	0	1	0	2	4	5	27	17	0	3	3	0	3	4	6	4	1	4	9
DDB_G0279459	3;3;3	2077658;2080645;2081029	2080537;2080918;2081182	-;-;-	3308	520	139	505	389	287	111	110	125	400	449	334	407	36	448	465	282	183	211	271	244	282	140
DDB_G0279461	3;3;3	2082919;2083082;2085517	2082969;2085433;2086134	+;+;+	3021	297	980	661	482	440	509	684	793	1224	903	1003	316	584	499	627	709	932	1027	693	468	1112	745
DDB_G0279463	3	2087531	2089153	+	1623	0	41	35	11	10	13	39	52	116	269	166	8	50	35	63	75	264	475	381	258	535	316
DDB_G0279589	3;3	2089639;2090022	2089875;2090237	+;+	453	60	394	494	214	152	41	79	45	48	18	47	109	816	588	343	153	126	71	77	64	140	229
DDB_G0279465	3;3;3;3	2090462;2091187;2091778;2092021	2091098;2091656;2091913;2092106	-;-;-;-	1329	7	7	21	7	5	4	25	33	85	44	34	8	0	15	15	5	42	12	14	10	28	10
DDB_G0279417	3	2094570	2101073	+	6504	347	391	388	529	490	363	256	204	376	344	358	158	227	315	412	202	155	52	169	148	319	333
DDB_G0279467	3	2101459	2101584	-	126	0	9	3	4	2	2	0	1	0	0	1	1	5	1	5	1	2	0	0	0	3	2
DDB_G0279411	3;3;3	2104207;2104520;2104775	2104304;2104581;2105949	+;+;+	1335	18727	10124	10538	9913	8979	7938	3836	2829	2901	3462	3293	11227	7771	9035	11537	7422	3912	1342	3333	4702	5097	3887
DDB_G0279473	3;3;3;3	2107184;2107588;2108215;2108516	2107515;2108119;2108368;2108773	-;-;-;-	1276	17	4	32	7	2	5	17	41	340	430	433	14	8	20	6	21	21	10	129	124	315	309
DDB_G0279591	3	2109350	2111589	-	2240	4916	269	160	219	352	470	677	638	716	874	473	3612	299	166	341	541	617	423	534	1016	460	613
DDB_G0279475	3;3;3	2113626;2113927;2114346	2113782;2114240;2114384	-;-;-	510	25	6	23	18	26	5	22	33	69	46	62	38	5	30	55	18	32	9	6	28	77	31
DDB_G0279477	3;3;3;3;3;3;3	2114897;2115246;2115546;2115766;2115883;2116128;2116354	2115142;2115412;2115762;2115879;2115892;2116352;2119637	+;+;+;+;+;+;+	4263	49	31	58	79	81	54	65	69	135	91	71	49	10	55	69	31	47	21	42	42	69	26
DDB_G0279479	3;3;3	2120008;2120255;2120426	2120149;2120344;2120527	+;+;+	334	15	19	14	18	10	8	25	45	88	37	45	67	2	12	34	7	66	2	6	20	42	6
DDB_G0279481	3	2120865	2121964	+	1100	32	22	20	30	38	18	51	59	109	64	56	58	37	41	44	57	52	34	67	54	70	46
DDB_G0279483	3;3;3;3;3	2122562;2123189;2123569;2123984;2124411	2123062;2123425;2123879;2124268;2126759	+;+;+;+;+	3683	5	5	23	12	10	7	6	7	5	21	9	2	2	11	21	15	13	4	7	4	3	12
DDB_G0279485	3;3;3;3	2127093;2130388;2130863;2131317	2130199;2130705;2131192;2131721	-;-;-;-	4160	284	43	353	429	404	290	116	110	174	92	46	140	32	307	402	149	67	45	62	93	175	74
DDB_G0279487	3;3;3	2132450;2139234;2140067	2139120;2139936;2140851	-;-;-	8159	980	761	1293	1421	1682	1441	1386	1678	2197	1139	814	700	635	1114	1421	1154	1048	762	913	498	805	584
DDB_G0279593	3;3;3;3	2141942;2142270;2142891;2143707	2142151;2142788;2143615;2144546	+;+;+;+	2294	57	45	40	48	73	29	48	69	147	86	139	54	52	39	51	67	92	83	78	61	119	88
DDB_G0279489	3;3	2144687;2147189	2147100;2147345	-;-	2571	63	33	59	55	63	39	41	15	43	30	19	33	35	44	51	45	32	54	21	31	30	22
DDB_G0279491	3;3;3	2147586;2149023;2149479	2148949;2149365;2149537	-;-;-	1766	110	34	75	82	108	62	83	60	105	79	49	84	46	80	133	96	93	58	64	44	92	74
DDB_G0279493	3;3;3;3	2150258;2150495;2150961;2152233	2150403;2150844;2152123;2152592	+;+;+;+	2019	28	26	25	18	20	12	6	6	3	4	8	2	6	8	2	5	4	12	1	2	2	2
DDB_G0279497	3	2157034	2158758	-	1725	221	63	96	62	54	43	26	26	28	26	15	166	26	105	130	73	30	7	18	67	42	23
DDB_G0279499	3;3	2159836;2160460	2160343;2160559	-;-	608	28	4	12	13	15	7	13	17	30	31	27	42	2	17	35	19	10	3	27	31	46	37
DDB_G0279501	3;3;3	2160865;2164501;2165555	2164414;2165461;2165924	+;+;+	4881	34	13	39	46	44	17	13	16	46	49	57	44	1	21	46	10	18	17	14	26	43	29
DDB_G0279597	3;3;3	2166622;2168484;2168961	2168405;2168876;2170410	+;+;+	3627	28	39	56	45	51	48	37	27	34	17	17	16	32	30	54	34	20	38	16	8	28	5
DDB_G0279503	3;3	2170637;2171298	2170648;2171942	+;+	657	5	4	2	2	0	3	6	6	19	7	6	4	2	3	2	5	4	12	11	10	13	5
DDB_G0279505	3;3	2172114;2172585	2172458;2172712	-;-	473	2	1	1	1	0	0	1	2	3	2	10	0	0	1	0	0	1	0	1	3	1	9
DDB_G0279507	3;3	2174875;2175406	2175320;2176510	+;+	1551	271	84	128	144	196	148	244	276	320	240	195	236	150	205	323	315	227	95	295	162	204	208
DDB_G0279509	3;3	2176877;2180189	2180098;2180563	+;+	3597	78	31	68	75	52	50	30	27	42	49	44	54	17	40	51	43	31	22	16	28	43	16
DDB_G0279511	3	2181977	2185684	+	3708	146	79	229	173	193	171	212	357	611	559	459	109	111	191	314	247	224	194	316	190	453	360
DDB_G0279513	3	2186363	2188234	+	1872	111	969	760	477	277	96	75	55	88	52	65	118	650	738	578	185	58	20	56	52	122	122
DDB_G0279515	3;3;3;3	2188605;2189853;2190312;2191774	2189755;2190097;2191588;2192094	-;-;-;-	2994	96	95	137	145	153	127	113	87	157	105	131	103	74	107	143	144	132	81	44	67	119	52
DDB_G0279517	3	2192346	2194027	+	1682	6	5	10	9	5	3	9	8	17	6	17	17	7	8	13	6	23	0	2	10	19	7
DDB_G0279519	3	2194197	2194961	-	765	282	59	49	42	50	43	56	59	122	77	70	399	130	55	113	87	78	35	93	160	102	52
DDB_G0279415	3;3	2195759;2196169	2195858;2196668	+;+	600	6721	11689	33106	26108	18374	11064	11900	8834	6464	4627	6133	5986	26337	30248	23418	22671	19672	15314	10634	6039	12204	11627
DDB_G0279521	3;3	2196884;2197281	2197203;2197596	-;-	636	9	1	1	2	1	0	1	0	1	1	0	15	0	1	0	0	2	0	0	7	0	0
DDB_G0279523	3;3;3;3	2198274;2199550;2199829;2200322	2199461;2199752;2200204;2200498	-;-;-;-	1944	0	203	16	6	4	0	0	0	2	0	0	1	10	0	0	0	0	0	0	0	2	0
DDB_G0279525	3;3;3	2201116;2201387;2201702	2201285;2201569;2201861	+;+;+	513	7	51	2	0	1	1	0	0	0	1	0	3	21	0	2	0	0	1	0	1	0	0
DDB_G0279527	3;3	2202606;2203236	2203159;2206383	+;+	3702	1873	526	206	641	853	672	517	458	593	417	335	1118	628	289	746	650	484	447	410	413	442	274
DDB_G0279529	3	2206682	2208577	-	1896	1	0	22	6	1	2	0	0	4	64	18	0	1	7	4	6	1	1	7	1	1	21
DDB_G0279599	3;3;3	2212555;2213032;2213564	2212897;2213480;2214319	+;+;+	1548	2	4	5	4	3	3	6	9	19	7	5	5	0	2	7	3	6	0	1	4	14	6
DDB_G0279601	3;3;3;3;3	2214554;2214928;2215362;2215931;2216699	2214788;2215298;2215811;2216471;2216943	+;+;+;+;+	1842	63	4	2	10	18	12	16	10	11	7	7	66	6	3	18	15	14	2	7	26	12	4
DDB_G0279531	3;3;3	2217108;2217365;2217699	2217270;2217568;2218055	-;-;-	724	2	0	4	7	4	0	1	0	2	1	1	8	0	6	6	2	3	3	2	5	4	1
DDB_G0279533	3	2218849	2220534	-	1686	3	4	3	7	3	2	3	1	3	0	0	2	0	0	4	0	2	0	1	1	1	3
DDB_G0279535	3;3	2220970;2222001	2221872;2222046	+;+	949	101	20	52	44	71	46	46	47	79	58	40	73	67	67	84	70	49	35	87	54	68	57
DDB_G0279413	3;3	2222611;2223446	2223201;2223895	-;-	1041	209	225	364	317	388	470	1478	2205	3080	2357	1949	196	521	562	781	1148	2472	1811	2172	962	2195	1707
DDB_G0279537	3;3	2224744;2228183	2228022;2228375	-;-	3472	1089	580	1090	1125	1215	899	798	582	906	899	1000	312	526	923	790	774	550	838	599	398	1041	584
DDB_G0279539	3;3;3;3;3;3;3	2229133;2229954;2230096;2230304;2230304;2231082;2231082	2229323;2230207;2230207;2230998;2230998;2231159;2231159	+;+;+;+;+;+;+	1218	531	544	1083	927	865	721	1201	1455	2253	1547	1275	400	1166	1134	1302	1368	1690	1349	1557	740	1424	1059
DDB_G0294635	3	2232541	2235046	+	2506	45	64	118	96	71	80	88	118	183	272	130	32	38	99	125	78	72	22	122	48	104	128
DDB_G0279541	3;3	2235536;2235886	2235820;2236784	+;+	1184	2	0	3	2	0	0	0	0	1	6	15	0	0	5	0	3	0	0	4	1	0	10
DDB_G0279545	3;3;3	2237183;2237802;2237934	2237715;2237838;2238428	-;-;-	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
DDB_G0279547	3;3	2239673;2240633	2240510;2240817	+;+	1023	16	0	0	2	6	1	4	3	10	12	4	12	0	1	6	1	3	0	0	2	9	8
DDB_G0279549	3;3;3;3;3	2241015;2241270;2241937;2242135;2242506	2241141;2241501;2242027;2242369;2242545	-;-;-;-;-	725	721	341	409	514	534	401	485	612	960	623	437	949	978	920	1277	1089	773	419	876	644	838	662
DDB_G0279551	3;3	2242934;2243430	2243354;2243757	-;-	749	66	30	31	33	28	18	25	13	12	6	4	74	30	75	107	49	40	8	8	17	8	4
DDB_G0279407	3;3;3;3;3;3	2244060;2244060;2244427;2244427;2244646;2245037	2244302;2244302;2244557;2244605;2244741;2245073	-;-;-;-;-;-	555	2305	2790	5483	3884	3274	2449	3584	3639	3223	2063	2396	3511	7077	7868	7653	5991	3577	890	4063	2513	4224	4411
DDB_G0279553	3	2245750	2247170	-	1421	19	5	35	32	18	10	13	14	38	24	17	35	11	54	52	22	21	34	46	29	26	19
DDB_G0279555	3;3;3;3;3	2248355;2248589;2249183;2249594;2249934	2248505;2248978;2249289;2249852;2250138	+;+;+;+;+	1112	13	36	54	79	62	51	109	281	529	314	305	32	40	74	138	72	142	37	151	160	333	241
DDB_G0279557	3;3;3;3;3	2250565;2250584;2252589;2252589;2253089	2252511;2252511;2252852;2252799;2253367	-;-;-;-;-	2490	544	454	572	709	724	853	974	635	635	558	388	257	724	400	575	926	987	682	358	220	322	368
DDB_G0279559	3;3;3;3;3	2257222;2257936;2258465;2260688;2260798	2257644;2258171;2260254;2260795;2260974	-;-;-;-;-	2734	182	284	395	350	328	268	325	276	482	358	654	84	254	268	315	389	370	460	277	195	343	284
DDB_G0279561	3;3	2261454;2262932	2262842;2263171	-;-	1629	2048	764	453	1366	747	540	674	580	1263	993	755	1287	1585	1087	1880	1281	1322	857	1344	902	1068	989
DDB_G0279563	3;3	2264498;2265015	2264705;2265670	+;+	864	72	32	74	73	52	53	64	91	134	95	78	96	101	123	110	156	132	197	99	90	110	82
DDB_G0279565	3	2265858	2269163	-	3306	147	63	158	169	241	193	141	162	274	195	197	88	34	101	158	157	120	80	83	87	182	118
DDB_G0279567	3	2271017	2271914	+	898	1	0	1	0	0	3	28	13	4	2	0	0	0	0	2	5	18	0	0	0	0	1
DDB_G0279569	3;3;3	2272081;2274032;2276688	2273952;2276590;2277554	-;-;-	5298	60	98	86	71	116	90	98	189	478	247	396	63	53	67	68	62	105	209	126	107	248	177
DDB_G0279571	3	2278573	2280186	-	1614	57	34	33	44	50	89	90	59	82	36	34	29	105	68	115	132	67	70	44	27	47	37
DDB_G0279573	3;3;3;3	2280534;2284435;2285037;2286141	2284304;2284937;2285921;2286201	-;-;-;-	5220	45	57	103	171	276	244	129	90	109	47	44	17	143	410	223	162	76	53	56	20	33	24
DDB_G0279575	3;3;3;3	2286922;2290996;2291600;2292766	2290782;2291486;2292514;2292826	-;-;-;-	5328	332	473	987	668	1131	914	577	520	667	508	299	294	415	536	794	665	414	275	439	281	536	417
DDB_G0279577	3;3;3;3	2293478;2297381;2297959;2299139	2297269;2297865;2298828;2299214	-;-;-;-	5223	4	119	84	67	64	61	86	90	105	39	64	4	75	71	91	79	149	75	52	22	36	29
DDB_G0279583	3	2302296	2305061	+	2766	12	74	63	27	26	18	5	10	6	10	6	4	29	54	38	20	11	2	7	8	17	6
DDB_G0279585	3	2305612	2306846	+	1235	10	26	29	21	31	45	154	164	218	132	131	12	13	43	53	88	199	233	107	99	190	178
DDB_G0279587	3	2307458	2308309	+	852	51	5	2	2	8	8	8	10	10	4	3	47	7	1	11	9	11	17	10	12	3	6
DDB_G0279409	3;3	2308592;2311853	2311441;2312139	-;-	3137	364	172	386	541	569	484	505	329	544	348	840	321	287	322	691	559	414	235	299	318	651	513
DDB_G0279609	3;3	2313265;2313984	2313881;2314723	-;-	1357	3	2	15	6	1	0	2	0	4	40	6	1	0	3	1	2	1	0	6	0	0	24
DDB_G0279611	3;3;3	2316340;2316896;2317122	2316796;2317038;2317416	-;-;-	895	408	268	210	267	230	151	156	111	117	80	54	218	226	191	390	181	204	190	106	117	154	82
DDB_G0279613	3;3	2317908;2318502	2318411;2319873	+;+	1876	1015	588	844	1147	1345	1031	687	559	622	394	281	1114	1165	1350	2011	1320	806	319	669	611	710	526
DDB_G0279615	3	2320716	2321071	+	356	0	0	1	0	0	6	8	7	19	73	197	1	1	3	9	6	29	8	40	127	357	185
DDB_G0279617	3	2321476	2322138	-	663	0	1	4	1	0	1	17	60	94	81	117	0	2	3	2	3	19	106	43	34	100	62
DDB_G0279619	3	2325510	2326037	-	528	1	19	18	3	4	4	10	8	13	1	7	3	27	11	16	9	21	1	11	2	15	24
DDB_G0279621	3	2327562	2328077	-	516	11	5	10	14	10	7	3	5	11	7	8	3	10	14	11	10	12	34	8	13	18	9
DDB_G0279623	3	2329410	2329937	-	528	11	4	14	6	3	3	6	9	8	4	5	6	25	23	12	18	12	0	12	11	11	14
DDB_G0279721	3	2331609	2332754	+	1146	151	450	127	149	164	129	260	311	424	208	192	116	524	269	396	408	418	259	357	186	339	277
DDB_G0279627	3;3	2333694;2334003	2333876;2334232	-;-	413	42	0	10	12	14	6	10	11	9	6	9	76	9	13	37	28	15	3	7	33	18	12
DDB_G0279629	3;3;3;3	2335074;2336046;2336587;2336981	2335938;2336501;2336881;2337125	-;-;-;-	1761	179	205	359	304	340	301	307	382	625	457	530	65	155	264	326	311	321	222	361	214	607	401
DDB_G0279633	3;3;3	2343448;2343905;2344239	2343789;2344119;2344750	-;-;-	1069	458	261	373	346	355	284	760	1562	2567	1428	1002	647	450	496	600	611	1445	1479	1306	731	920	461
DDB_G0279635	3;3;3	2345293;2346567;2346735	2346304;2346663;2346834	+;+;+	1209	57	22	35	55	52	46	83	128	229	159	109	19	25	46	82	72	145	340	116	82	132	82
DDB_G0279637	3;3;3;3	2347256;2347692;2348140;2348497	2347495;2348047;2348385;2348793	+;+;+;+	1139	42	74	70	41	50	29	101	302	394	133	102	33	56	52	74	91	243	133	143	77	133	80
DDB_G0279639	3;3;3;3	2350129;2350698;2350842;2352505	2350577;2350721;2352386;2353850	-;-;-;-	3364	398	356	534	635	745	737	511	371	512	385	514	29	114	190	157	140	233	497	300	109	400	245
DDB_G0279641	3;3;3;3	2354236;2354804;2355158;2355547	2354658;2355063;2355430;2355728	+;+;+;+	1138	39	26	34	36	24	31	40	58	76	37	46	60	25	52	89	46	70	15	39	42	63	51
DDB_G0279643	3	2356555	2358923	+	2369	4	4	13	2	2	0	1	4	1	21	13	0	3	6	2	3	2	3	3	0	1	18
DDB_G0279645	3;3	2359062;2359867	2359760;2360328	-;-	1161	3	6	20	22	10	17	21	16	34	27	19	6	14	28	28	21	12	9	11	8	28	34
DDB_G0279647	3;3	2361407;2361987	2361838;2362700	+;+	1146	108	54	96	91	130	80	150	94	188	111	130	106	127	150	197	170	154	122	151	106	165	173
DDB_G0279649	3;3;3	2363863;2364882;2365581	2364681;2365406;2368238	+;+;+	4002	540	1283	1504	1042	1028	796	742	1023	1614	1122	1139	290	837	973	876	872	928	1250	721	421	994	700
DDB_G0279651	3	2369571	2369825	-	255	0	0	2	1	1	0	2	0	1	4	1	1	1	0	0	1	0	0	0	0	0	1
DDB_G0279605	3;3;3	2370121;2370693;2371276	2370566;2370823;2371319	-;-;-	621	895	772	1278	985	1008	688	1068	1470	2321	1596	1337	1513	2296	1664	2109	1987	2550	1685	2208	1248	1880	1642
DDB_G0279653	3	2372697	2374995	-	2299	97	73	119	163	177	155	178	188	364	268	198	61	45	72	120	171	234	252	136	70	159	74
DDB_G0279655	3;3;3	2376263;2377142;2377589	2377052;2377440;2377906	-;-;-	1407	137	40	63	77	75	60	107	213	313	179	148	157	50	100	139	117	147	308	129	125	218	136
DDB_G0279657	3;3	2378480;2382212	2382111;2383621	-;-	5042	347	776	1125	755	878	882	1100	1307	1611	1239	2026	202	411	819	686	764	857	1028	586	413	1606	1071
DDB_G0279723	3;3;3;3;3;3;3;3	2384965;2384965;2385125;2385125;2386690;2386703;2387405;2387405	2385050;2385050;2386629;2386688;2387189;2387189;2387825;2387825	+;+;+;+;+;+;+;+	2571	193	200	241	202	283	263	295	283	312	278	366	99	97	199	175	166	193	85	124	89	322	236
DDB_G0279607	3;3;3;3;3;3	2388583;2388893;2389394;2390402;2390643;2390882	2388786;2389243;2389689;2390543;2390713;2393474	+;+;+;+;+;+	3657	1898	3900	5877	3598	3340	2435	2557	3019	4222	2856	3402	399	1395	2364	1261	1313	1812	3180	2027	1064	2833	2451
DDB_G0279727	3	2394194	2396335	-	2142	85	6	232	32	12	12	22	83	144	903	107	9	9	106	38	45	29	34	207	25	36	425
DDB_G0279659	3;3;3;3;3;3;3	2397176;2397391;2397426;2397734;2397734;2398051;2398051	2397248;2397645;2397645;2397942;2397942;2400394;2400421	+;+;+;+;+;+;+	2908	1755	756	1241	1136	1254	1036	1573	3535	8311	5631	3200	1235	761	1152	1413	1335	1309	874	3371	1583	2558	1362
DDB_G0279661	3	2401472	2402090	+	619	40	17	21	28	23	28	40	41	71	52	43	39	42	49	55	67	54	68	36	43	63	23
DDB_G0279663	3	2402323	2403149	-	827	258	57	115	115	130	120	116	145	310	206	127	278	137	182	277	316	243	466	243	196	212	142
DDB_G0279665	3	2405211	2409344	+	4134	907	140	182	244	310	297	109	58	155	117	129	246	121	375	239	192	85	208	208	244	416	151
DDB_G0279667	3;3	2410265;2410574	2410371;2411091	+;+	625	6204	7677	10897	12720	16005	13997	7059	9463	12820	12429	11779	1636	2648	4885	6351	6217	9324	8134	4084	2692	6238	5155
DDB_G0279669	3;3;3;3	2411483;2413353;2413748;2413935	2413251;2413664;2413855;2414036	+;+;+;+	2291	24	12	17	26	29	34	24	37	75	38	29	23	6	19	36	31	42	50	31	22	35	24
DDB_G0279671	3;3	2414079;2415612	2415490;2415887	-;-	1688	1	1	3	2	3	1	7	49	170	107	59	1	1	1	5	3	13	44	38	33	101	46
DDB_G0279673	3	2416651	2418632	-	1982	140	143	491	864	884	738	607	636	1292	932	745	76	179	794	801	1124	945	848	613	362	734	515
DDB_G0295731	3;3	2424448;2425376	2425244;2426258	+;+	1680	1	1	1	4	5	15	6	2	4	3	0	0	0	2	5	7	2	1	0	0	5	0
DDB_G0279675	3;3	2426286;2427710	2427596;2428066	-;-	1668	137	74	156	167	149	88	150	251	316	199	110	121	52	207	201	126	153	54	93	82	142	69
DDB_G0279677	3;3	2428465;2429315	2429124;2429375	-;-	721	144	45	66	63	73	64	89	147	271	193	162	195	95	114	149	110	66	43	225	151	257	221
DDB_G0279679	3;3	2429651;2429948	2429868;2430593	-;-	864	19	15	28	22	36	27	22	23	18	15	27	21	21	40	63	34	37	6	10	19	38	15
DDB_G0279731	3;3	2431375;2431658	2431503;2432327	+;+	799	45	50	72	58	64	37	43	36	42	31	107	60	62	72	103	41	40	18	20	30	85	79
DDB_G0279733	3;3;3;3;3;3	2433796;2433796;2433986;2433986;2438073;2438095	2433855;2433855;2437769;2437297;2439196;2439149	+;+;+;+;+;+	4968	411	948	1706	1183	1051	689	420	244	305	340	644	299	676	1009	865	705	433	551	167	220	653	510
DDB_G0294567	3	2439525	2440220	+	696	10	1	2	0	0	1	2	4	15	5	4	1	1	0	1	2	1	5	1	1	5	4
DDB_G0279681	3;3;3;3;3	2440539;2440693;2440935;2441194;2441386	2440571;2440843;2441105;2441276;2441421	+;+;+;+;+	474	29	83	37	52	98	174	1155	3446	7852	3862	3384	19	42	86	158	388	1134	415	4742	2340	4243	2614
DDB_G0279683	3	2441695	2442513	+	819	26	8	15	7	11	8	14	18	64	14	36	14	5	9	17	5	8	0	18	15	14	17
DDB_G0279685	3	2442573	2443644	-	1072	15	2	4	5	5	7	6	7	11	7	1	28	1	10	12	3	6	7	0	6	9	1
DDB_G0279687	3	2445614	2445908	+	295	7	6	6	6	3	4	15	37	119	145	60	25	15	5	4	12	18	9	69	44	53	44
DDB_G0279689	3;3	2446020;2448860	2448757;2449616	-;-	3495	329	160	81	263	374	260	177	148	219	153	135	255	162	102	259	217	189	199	172	107	163	134
DDB_G0279693	3;3;3;3	2453257;2455641;2456036;2456429	2455517;2455949;2456333;2456716	-;-;-;-	3156	304	116	180	243	242	207	194	222	384	272	186	209	109	158	276	200	159	65	172	132	244	168
DDB_G0279695	3;3;3;3	2456967;2457328;2457614;2457872	2457013;2457509;2457740;2457891	+;+;+;+	376	127	56	43	52	58	40	40	30	34	23	12	399	249	108	127	108	80	24	51	104	42	22
DDB_G0279697	3;3	2458047;2458263	2458118;2458484	-;-	294	35	13	33	24	26	22	36	32	48	17	21	60	45	72	91	92	38	11	37	38	40	36
DDB_G0279699	3	2459375	2461355	+	1981	275	188	256	250	268	224	309	380	602	399	443	244	326	311	465	500	592	826	424	302	449	356
