# Program:featureCounts v2.0.0; Command:featureCounts -a reference/D_discoideum_PASAua.gtf -o featureCounts/counts.txt -s 2 -T 4 merged_mapped/SI-2309-FS146-0h-h.bam merged_mapped/SI-2309-FS146-0h-i.bam merged_mapped/SI-2309-FS146-0h-j.bam merged_mapped/SI-2309-FS146-0h-k.bam merged_mapped/SI-2309-FS146-10h-h.bam merged_mapped/SI-2309-FS146-10h-i.bam merged_mapped/SI-2309-FS146-10h-j.bam merged_mapped/SI-2309-FS146-10h-k.bam merged_mapped/SI-2309-FS146-2h-h.bam merged_mapped/SI-2309-FS146-2h-i.bam merged_mapped/SI-2309-FS146-2h-j.bam merged_mapped/SI-2309-FS146-2h-k.bam merged_mapped/SI-2309-FS146-4h-h.bam merged_mapped/SI-2309-FS146-4h-i.bam merged_mapped/SI-2309-FS146-4h-j.bam merged_mapped/SI-2309-FS146-4h-k.bam merged_mapped/SI-2309-FS146-6h-h.bam merged_mapped/SI-2309-FS146-6h-i.bam merged_mapped/SI-2309-FS146-6h-j.bam merged_mapped/SI-2309-FS146-6h-k.bam merged_mapped/SI-2309-FS146-8h-h.bam merged_mapped/SI-2309-FS146-8h-i.bam merged_mapped/SI-2309-FS146-8h-j.bam merged_mapped/SI-2309-FS146-8h-k.bam																													
Geneid	Chr	Start	End	Strand	Length	merged_mapped/SI-2309-FS146-0h-h.bam	merged_mapped/SI-2309-FS146-0h-i.bam	merged_mapped/SI-2309-FS146-0h-j.bam	merged_mapped/SI-2309-FS146-0h-k.bam	merged_mapped/SI-2309-FS146-10h-h.bam	merged_mapped/SI-2309-FS146-10h-i.bam	merged_mapped/SI-2309-FS146-10h-j.bam	merged_mapped/SI-2309-FS146-10h-k.bam	merged_mapped/SI-2309-FS146-2h-h.bam	merged_mapped/SI-2309-FS146-2h-i.bam	merged_mapped/SI-2309-FS146-2h-j.bam	merged_mapped/SI-2309-FS146-2h-k.bam	merged_mapped/SI-2309-FS146-4h-h.bam	merged_mapped/SI-2309-FS146-4h-i.bam	merged_mapped/SI-2309-FS146-4h-j.bam	merged_mapped/SI-2309-FS146-4h-k.bam	merged_mapped/SI-2309-FS146-6h-h.bam	merged_mapped/SI-2309-FS146-6h-i.bam	merged_mapped/SI-2309-FS146-6h-j.bam	merged_mapped/SI-2309-FS146-6h-k.bam	merged_mapped/SI-2309-FS146-8h-h.bam	merged_mapped/SI-2309-FS146-8h-i.bam	merged_mapped/SI-2309-FS146-8h-j.bam	merged_mapped/SI-2309-FS146-8h-k.bam
DDB_G0284295	4;4;4;4	1844158;1844274;1845433;1845745	1844175;1845342;1845670;1845985	+;+;+;+	1566	93	69	36	42	83	61	58	17	1010	776	477	200	222	82	184	45	79	58	66	33	116	35	77	54
DDB_G0284183	4;4;4	1846239;1846493;1848248	1846398;1848114;1849299	-;-;-	2834	2650	4314	2603	3043	9975	14518	7519	6804	4842	4097	2012	1628	7133	2377	1057	1535	10919	3591	5341	11038	20235	7883	4521	11917
DDB_G0284337	4;4	1851668;1851838	1851711;1855624	+;+	3831	510	900	486	574	135	219	134	92	696	672	129	186	483	200	204	250	421	189	291	318	352	128	76	200
DDB_G0284339	4;4	1855888;1856224	1856121;1856921	+;+	932	3354	3089	2672	2266	458	769	601	470	4283	3594	2424	932	2428	885	945	797	759	526	371	323	497	197	415	572
DDB_G0284341	4;4;4	1857300;1857612;1857905	1857308;1857812;1858173	+;+;+	479	62	59	59	44	396	73	185	153	91	67	103	22	104	43	82	56	172	37	65	88	354	129	198	262
DDB_G0284443	4;4;4	1858898;1859283;1859935	1859093;1859830;1860121	+;+;+	931	535	504	364	260	1131	651	511	397	1093	814	965	204	530	249	318	272	1667	404	575	927	2398	618	1197	1643
DDB_G0284343	4;4	1860277;1860945	1860859;1861465	-;-	1104	130	109	132	101	125	148	71	93	367	212	99	52	133	71	182	123	175	184	151	111	104	35	93	110
DDB_G0284345	4;4;4	1862232;1862437;1862952	1862348;1862877;1864421	+;+;+	2028	2	6	15	19	138	73	77	161	4	6	0	2	0	0	5	1	5	2	2	2	5	0	1	4
DDB_G0284347	4;4;4	1865019;1865312;1865825	1865208;1865700;1866634	+;+;+	1389	4878	6155	5444	7346	6463	9755	5085	3650	11362	11489	8028	4363	18882	5678	11206	7481	18535	12740	10383	10688	9971	3716	4294	6904
DDB_G0284349	4;4	1866926;1867310	1867175;1868818	-;-	1759	564	464	355	420	157	289	118	103	641	423	141	90	244	71	111	130	573	271	263	439	418	120	115	370
DDB_G0284351	4;4	1869366;1869797	1869637;1870296	+;+	772	41	29	28	21	1073	753	918	963	18	9	5	3	2	0	2	4	2	8	2	2	323	14	85	186
DDB_G0284353	4;4	1870805;1871936	1871834;1872192	-;-	1287	680	569	415	788	9993	9642	5929	5677	214	199	170	251	2093	750	534	643	3224	1584	1390	2840	11882	2823	3290	6398
DDB_G0284355	4;4;4	1873789;1874371;1874684	1874230;1874585;1875964	+;+;+	1938	408	462	384	332	449	374	247	173	390	281	75	37	540	176	376	218	549	342	289	411	500	131	169	264
DDB_G0284449	4;4	1876280;1877570	1877483;1878111	+;+	1746	1230	1189	1186	1370	8498	8297	3035	3064	1321	1356	1207	727	8063	2435	1365	1581	18396	5855	5905	12360	18569	6233	5455	9026
DDB_G0284357	4;4;4	1881340;1882903;1883377	1882814;1883300;1883669	-;-;-	2166	6093	6189	3597	3361	676	442	435	372	800	1039	784	505	2446	839	421	523	1244	586	1004	769	377	344	380	338
DDB_G0284359	4;4;4	1884005;1884402;1884602	1884309;1884516;1885252	-;-;-	1071	2375	2398	1905	1847	3803	4710	2565	2174	5658	3898	3163	1330	5302	1738	4593	2461	8977	3872	2778	3848	13891	1867	4667	7124
DDB_G0284335	4;4;4	1885441;1886936;1887291	1886934;1887167;1887301	-;-;-	1737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0284361	4;4;4;4;4	1888546;1889503;1891039;1891423;1891949	1889424;1890937;1891301;1891798;1892124	-;-;-;-;-	3129	591	551	321	315	132	331	169	96	1902	1653	319	301	991	372	407	418	982	519	441	819	394	243	122	233
DDB_G0284363	4;4;4	1892663;1892969;1894112	1892820;1893962;1894210	-;-;-	1251	7374	6391	4483	4814	11095	3868	4448	4243	2579	3303	5391	2867	4668	1935	1048	1780	4163	1824	2919	1648	4444	3388	5837	5015
DDB_G0284365	4;4	1894946;1895516	1895446;1895796	+;+	782	296	311	321	280	1074	1362	621	486	784	629	779	202	785	227	896	353	1550	645	463	692	3443	552	1998	2101
DDB_G0284367	4;4	1896156;1896482	1896336;1897174	-;-	874	2916	3287	2671	2202	991	1406	1133	645	4540	2763	2959	774	1432	589	1902	1161	1626	1424	1001	796	1713	431	1379	1538
DDB_G0284369	4;4;4;4	1898251;1898646;1899222;1899517	1898505;1899114;1899351;1899583	-;-;-;-	921	4334	6102	4086	4204	2127	2122	1460	1617	2781	3268	2774	1146	3182	1032	1669	1490	2240	1153	1665	1183	2903	946	1317	1969
DDB_G0284371	4;4	1900391;1900799	1900647;1901697	+;+	1156	260	282	336	360	345	650	258	213	575	340	239	107	429	128	320	262	630	432	272	390	966	168	525	607
DDB_G0284373	4;4	1901736;1902584	1902498;1902909	-;-	1089	10	9	11	13	4103	1509	1359	1787	10	8	10	4	108	40	56	52	82	19	36	70	3258	432	633	1728
DDB_G0284453	4;4	1903709;1904593	1904470;1904976	-;-	1146	2	5	6	3	3325	2059	1195	1770	9	9	5	3	16	8	15	9	148	23	40	192	4047	478	891	2324
DDB_G0284375	4;4	1905389;1906273	1906178;1906616	-;-	1134	354	334	413	338	1044	1446	624	705	266	197	140	47	258	96	396	186	746	415	289	457	2763	313	1010	1676
DDB_G0284455	4;4;4;4	1906991;1908108;1908370;1908611	1908018;1908242;1908535;1909205	-;-;-;-	1924	349	536	590	691	235	273	291	139	300	233	158	71	252	127	310	220	414	272	369	239	300	260	240	203
DDB_G0284377	4;4	1910380;1910750	1910629;1912066	+;+	1567	119	143	188	175	355	336	223	245	175	108	97	59	141	41	258	192	481	255	251	327	530	101	361	341
DDB_G0284379	4;4	1912156;1914749	1914606;1915749	-;-	3452	426	747	446	573	514	345	456	300	229	256	130	83	397	162	145	156	299	212	314	216	191	190	86	234
DDB_G0284381	4	1916841	1920131	+	3291	2137	5453	3502	3728	3408	1395	2471	1547	3470	3838	1018	1700	2734	1019	1828	1967	2032	758	2089	1108	1904	1605	1170	1567
DDB_G0284383	4;4;4	1920700;1920910;1921945	1920811;1921847;1923340	+;+;+	2446	330	575	839	1010	88	146	97	42	44	60	9	13	73	61	29	31	91	148	219	184	53	45	16	50
DDB_G0284385	4;4	1923533;1924444	1924276;1924591	-;-	892	1984	2398	2466	2864	2324	3906	1378	1236	2394	1779	742	480	3610	1380	4496	1898	5246	3583	2964	2467	6336	992	1961	2808
DDB_G0284329	4;4	1926792;1927038	1926907;1928739	+;+	1818	2280	2205	1631	1870	3618	962	2577	2527	2124	2601	2052	2033	5846	1799	815	1797	4011	1076	3227	1615	1316	1654	1358	1816
DDB_G0284387	4;4	1929000;1929490	1929378;1932341	+;+	3231	140	301	327	331	61	62	51	40	170	181	27	44	57	32	28	31	55	27	53	43	48	32	27	33
DDB_G0284389	4;4;4	1932425;1935108;1935444	1935016;1935344;1935516	-;-;-	2902	10970	14563	12596	16094	4270	3237	4593	2825	5397	5205	4531	3175	7103	2937	5150	4453	4713	3153	4230	3018	3422	3153	3879	3393
DDB_G0284391	4;4;4	1935986;1936444;1937416	1936236;1937317;1938051	-;-;-	1761	101	78	48	53	89	87	92	56	351	282	150	84	209	62	135	125	114	77	55	80	74	39	50	61
DDB_G0284393	4;4;4;4	1939037;1939379;1940354;1940729	1939307;1940261;1940640;1940859	-;-;-;-	1572	2	3	2	7	34	45	34	31	5	4	3	0	1	1	1	1	8	6	4	1	29	5	5	9
DDB_G0284395	4;4;4	1942017;1942377;1943353	1942267;1943259;1943832	-;-;-	1614	4	4	30	22	5	9	4	4	1	0	0	0	3	0	2	0	3	4	5	2	5	3	0	3
DDB_G0284333	4;4	1946435;1949399	1949296;1950085	-;-	3549	474	809	530	564	1309	845	895	675	949	828	247	352	409	141	285	265	824	286	507	468	1411	674	390	876
DDB_G0284399	4;4;4	1950553;1950684;1952340	1950573;1952203;1952529	+;+;+	1731	807	923	680	668	133	256	109	108	464	452	212	168	253	110	52	91	225	153	188	225	121	64	72	107
DDB_G0284401	4	1952708	1953655	-	948	1681	2233	2794	2932	150	247	161	102	491	379	506	122	1492	478	1966	501	938	1027	621	257	385	82	163	206
DDB_G0284403	4;4;4	1954248;1954646;1954991	1954413;1954875;1955027	-;-;-	433	370	374	377	287	257	304	196	132	417	265	227	103	225	93	275	189	426	335	182	202	719	129	344	389
DDB_G0284405	4;4;4;4	1955299;1955714;1955898;1956333	1955546;1955801;1956127;1956632	+;+;+;+	866	2237	2624	2966	2969	1248	1962	1065	639	2007	1298	606	378	1311	538	1667	961	2252	2066	1591	1276	2703	623	1265	1688
DDB_G0284331	4;4;4;4;4	1956975;1957570;1957890;1958915;1959180	1957448;1957806;1958842;1959076;1959763	-;-;-;-;-	2410	2017	2382	2300	2388	5523	3260	3934	4126	12789	14779	6639	4938	29663	10052	3526	7410	10595	3730	8012	9003	3573	3086	1706	3414
DDB_G0284407	4	1962244	1963789	+	1546	41092	85512	57840	63253	7033	10602	16116	4755	33953	24947	13573	28997	11175	2092	13606	17301	8368	7053	10077	3919	6721	7634	23228	14922
DDB_G0284409	4;4	1964219;1964413	1964305;1965021	+;+	696	659	880	406	405	1095	1026	598	329	478	333	350	93	961	328	1280	362	698	506	625	421	2108	474	1601	752
DDB_G0284411	4;4;4	1965235;1965545;1966582	1965277;1966449;1966608	+;+;+	975	651	674	582	529	1057	1288	509	488	2059	1343	668	319	1142	493	723	462	1367	956	773	893	2454	341	677	976
DDB_G0284413	4;4	1966957;1967119	1967028;1967640	+;+	594	27	39	40	26	19	17	16	10	125	61	30	10	35	15	42	23	40	34	19	26	49	8	25	30
DDB_G0284415	4;4;4	1968037;1968499;1968784	1968401;1968608;1969603	+;+;+	1295	6255	7287	6233	6361	7632	8046	3491	3009	8278	8213	10054	3321	26455	8061	8016	6617	25601	11692	11196	11907	17131	7854	8896	12081
DDB_G0284419	4;4	1971122;1971701	1971616;1974139	+;+	2934	242	329	347	335	356	387	270	156	742	561	157	109	349	137	398	203	452	252	246	322	582	145	207	340
DDB_G0284457	4;4	1974325;1974683	1974575;1975602	+;+	1171	547	601	466	547	354	509	276	174	388	298	226	71	575	162	435	187	578	317	344	321	720	199	663	367
DDB_G0284421	4;4;4	1975673;1975865;1976322	1975776;1976234;1976671	-;-;-	824	193	169	191	145	315	186	123	76	296	214	132	54	139	79	213	90	262	164	128	124	409	81	192	215
DDB_G0284423	4;4;4	1976888;1977346;1978062	1977210;1977978;1978185	+;+;+	1080	37	45	27	25	47	41	35	28	58	51	42	15	54	21	95	36	86	49	42	44	149	21	71	68
DDB_G0284425	4	1978520	1978959	+	440	50	47	57	36	133	41	86	64	52	37	65	10	64	28	69	45	108	32	40	69	79	58	94	120
DDB_G0284427	4;4	1979104;1980259	1980169;1980568	-;-	1376	2	6	2	2	105	28	39	36	0	0	1	0	0	0	0	0	8	0	0	7	50	5	16	36
DDB_G0284429	4	1981059	1981922	-	864	609	723	723	547	37	82	91	27	233	236	231	55	333	140	1139	197	689	830	658	234	139	94	300	126
DDB_G0284431	4	1983105	1983854	-	750	1819	1781	1423	1582	2199	1587	2385	896	3094	2663	2589	1530	1280	567	968	979	1310	1213	1522	785	1271	1322	2079	1859
DDB_G0284433	4;4	1985042;1985864	1985788;1986076	+;+	960	9078	9042	6950	7195	5754	4773	3096	2816	5065	4582	6209	1937	10274	3426	3624	3621	8337	4413	5015	4457	8399	2640	3387	4820
DDB_G0284459	4;4;4	1986677;1987534;1987720	1987422;1987594;1990587	+;+;+	3675	325	1452	950	928	592	176	393	258	953	1349	123	648	347	105	182	326	313	96	323	179	277	277	245	315
DDB_G0284435	4;4;4;4	1990906;1991279;1991755;1992551	1991185;1991679;1992456;1992826	+;+;+;+	1659	257	294	296	233	356	374	235	211	346	279	263	71	362	146	256	138	600	282	235	331	825	169	331	502
DDB_G0284437	4	1993267	1994292	+	1026	108	154	152	100	21	20	13	10	93	41	14	3	30	8	17	16	26	10	13	15	31	9	13	27
DDB_G0284439	4;4;4;4;4;4;4	1994625;1995165;1995776;1996159;1996463;1997280;1997491	1994992;1995523;1996081;1996322;1997142;1997424;1997628	+;+;+;+;+;+;+	2160	437	467	523	552	276	454	216	163	718	555	172	81	623	184	419	241	654	434	395	483	419	152	127	263
DDB_G0284441	4	1997677	2000224	-	2548	20	58	83	75	5623	1212	2587	2743	65	112	44	83	147	42	80	181	233	55	254	156	1160	1009	474	1298
DDB_G0284461	4;4;4;4;4	2003252;2003637;2004376;2004713;2005531	2003503;2004290;2004636;2005395;2005552	-;-;-;-;-	1872	949	897	617	721	2064	1451	961	916	893	863	440	517	1890	629	368	629	3805	1027	1809	2818	2619	1606	1573	2580
DDB_G0284463	4;4	2005903;2006745	2006644;2007284	-;-	1282	1220	1328	1313	1311	660	1312	489	632	1699	1426	668	357	1315	455	609	553	1602	1431	1213	1173	1485	267	398	1002
DDB_G0284547	4;4;4;4	2008068;2008068;2008207;2008223	2008132;2008132;2008546;2008546	+;+;+;+	405	6950	9491	8242	5167	626	272	953	306	3260	2721	4106	436	1528	658	1477	595	949	449	627	338	561	459	682	449
DDB_G0284475	4;4;4	2010217;2010755;2016470	2010645;2016349;2017993	-;-;-	7548	1279	2441	1939	1928	865	1033	574	428	4896	3203	631	566	1446	815	1263	689	1403	993	1111	1383	1651	428	373	620
DDB_G0284477	4	2018705	2021851	+	3147	147	185	98	76	20	48	33	20	481	381	72	38	64	17	23	28	43	29	37	29	17	9	15	24
DDB_G0284479_DDB_G0284549	4;4	2022562;2024998	2023136;2025122	+;+	700	2120	4676	4460	4234	280	117	127	227	174	286	233	65	88	48	88	37	44	17	21	22	69	10	17	39
DDB_G0284481	4;4	2027462;2028618	2028343;2030887	+;+	3152	2038	2992	2533	2704	1577	2663	1652	1275	4674	3550	1550	1061	3418	1148	2659	1570	2577	2420	2143	2195	3008	1015	761	1601
DDB_G0284483	4;4;4;4;4	2030962;2032127;2032476;2033221;2033722	2032032;2032398;2033145;2033551;2034497	-;-;-;-;-	3120	346	321	324	334	139	215	97	98	344	292	113	64	331	134	158	130	360	158	194	343	241	95	85	208
DDB_G0284485	4;4;4;4	2034771;2034946;2035261;2035849	2034850;2035181;2035731;2035932	-;-;-;-	871	8935	9777	9222	9416	9080	9303	3849	4337	11621	10368	14373	4526	33635	13339	8711	6703	32237	15979	14813	17858	18912	4887	7857	8973
DDB_G0284487	4	2036369	2037999	+	1631	183	235	234	209	45	127	50	50	369	310	73	45	314	80	156	132	210	111	112	158	79	43	26	68
DDB_G0284489	4;4	2038480;2039604	2039512;2041297	+;+	2727	128	223	208	183	748	300	434	452	229	242	46	57	180	48	41	101	476	43	218	281	624	759	251	610
DDB_G0284491	4;4	2041403;2044885	2044798;2045127	-;-	3639	93	94	63	100	26	73	27	14	138	104	48	27	34	17	43	40	43	52	63	61	18	19	9	30
DDB_G0284493	4;4	2045896;2046120	2046015;2047216	+;+	1217	3869	4320	3106	3086	251	594	302	169	1713	1522	1209	468	1457	610	1111	612	1249	1460	1284	691	559	161	287	280
DDB_G0284495	4;4;4;4;4	2047400;2047815;2048065;2048572;2049013	2047697;2047957;2048319;2048857;2049192	-;-;-;-;-	1162	3979	4987	6318	6472	6048	7049	3752	3115	10241	7730	2392	1501	6575	3166	6569	3840	9810	5381	5545	6046	15676	2369	3963	6892
DDB_G0284497	4	2050483	2051129	+	647	8	11	9	15	33	62	68	47	53	52	92	28	139	56	236	86	96	100	101	30	56	17	71	99
DDB_G0284499	4;4	2051266;2054610	2054504;2054993	-;-	3623	284	517	803	754	1471	525	862	778	350	436	58	131	352	217	83	169	258	147	297	166	402	332	132	354
DDB_G0284551	4	2055450	2056850	-	1401	423	588	474	641	1145	609	956	708	536	492	450	249	802	241	297	336	663	231	490	382	802	659	884	773
DDB_G0284501	4	2058131	2061757	+	3627	153	400	312	309	892	218	493	337	612	714	152	374	182	52	66	189	253	64	272	113	400	445	313	521
DDB_G0284553	4;4;4;4	2061934;2062854;2063008;2063263	2062782;2062894;2063146;2063304	-;-;-;-	1071	5928	6949	6467	6898	10261	12218	5491	4664	9657	7194	5305	2042	13336	3903	6173	4355	27018	12813	9549	12554	35639	6391	8549	17744
DDB_G0284503	4	2064096	2065495	+	1400	574	915	622	686	954	431	770	505	815	875	559	529	596	156	333	517	550	281	589	313	701	685	556	674
DDB_G0284505	4	2066282	2067728	+	1447	639	854	936	1270	3490	3600	1684	1851	3332	2235	1734	836	3289	791	1197	1228	4030	1532	1402	2588	6955	1522	2918	4415
DDB_G0284555	4	2068357	2070248	+	1892	1201	1404	1278	1582	596	264	306	302	488	553	166	214	453	241	202	240	368	150	375	323	616	261	183	315
DDB_G0284507	4;4	2070281;2070928	2070838;2071515	-;-	1146	684	936	736	720	284	339	281	189	564	473	571	122	925	274	1657	515	717	598	467	294	547	211	517	400
DDB_G0348374	4;4;4;4;4	2071844;2071844;2072249;2072249;2072415	2072108;2072108;2072362;2072320;2072453	-;-;-;-;-	418	3766	5269	5079	4220	12564	6960	6850	4381	7950	5013	4447	1708	8345	2656	9709	4511	10027	5575	4386	3737	17389	3567	7161	8908
DDB_G0348373	4;4	2072951;2073217	2073138;2073361	-;-	333	5	5	1	1	584	718	417	467	73	48	34	48	626	126	164	177	2547	468	800	1363	2627	923	2298	2234
DDB_G0284511	4;4	2077474;2077788	2077668;2078482	+;+	890	624	903	825	678	298	532	396	99	132	124	196	52	274	92	355	146	363	538	328	117	469	162	480	342
DDB_G0284513	4;4	2079840;2080969	2080881;2084303	+;+	4377	201	553	436	373	464	65	369	340	429	508	49	223	274	58	47	269	180	39	292	152	92	348	59	240
DDB_G0284515	4;4	2085186;2086153	2086057;2086826	+;+	1546	347	312	385	338	243	242	97	80	453	450	174	55	379	163	246	145	519	219	287	300	551	79	84	161
DDB_G0284545	4;4	2087340;2088149	2088069;2089716	+;+	2298	362	364	248	218	44	133	68	53	351	279	88	63	108	64	133	80	190	206	166	151	62	21	53	81
DDB_G0284517	4;4	2090118;2090589	2090354;2091582	+;+	1231	6610	7036	6350	6909	9542	6333	3562	3546	7296	7204	6589	2881	26231	8121	7447	6140	24199	9711	11456	12614	14197	7802	6448	8838
DDB_G0284465	4	2091815	2094223	-	2409	67	111	160	194	9306	4054	5315	6501	51	70	20	56	355	98	56	137	936	194	464	760	3265	1830	898	3252
DDB_G0284519	4;4;4	2097497;2097940;2098236	2097824;2098151;2100503	+;+;+	2808	73	141	201	260	487	190	275	206	146	126	22	37	68	48	26	42	115	66	85	45	129	63	30	61
DDB_G0284521	4	2100599	2101409	-	811	97	99	121	119	32	38	53	32	203	119	78	46	244	75	202	138	234	118	142	92	48	28	81	82
DDB_G0284523	4;4	2102732;2102887	2102809;2103676	+;+	868	63	39	20	16	15	45	20	18	713	483	263	127	1005	367	305	363	880	424	276	305	85	34	31	92
DDB_G0284471	4;4;4	2103885;2108460;2109514	2108384;2109373;2109909	-;-;-	5810	275	569	491	545	865	435	405	386	395	367	118	134	397	191	211	160	529	214	370	379	944	339	315	405
DDB_G0284557	4	2110678	2111280	+	603	217	230	230	168	66	87	64	33	339	191	130	46	109	39	143	61	84	97	69	42	119	21	72	83
DDB_G0284525	4;4;4;4	2111778;2112566;2113016;2113229	2112386;2112938;2113156;2113587	-;-;-;-	1482	593	582	295	339	1186	1334	592	545	527	361	153	77	416	236	305	204	1086	594	499	697	2409	336	342	698
DDB_G0284527_DDB_G0284529	4;4;4	2114988;2119098;2119351	2115917;2119267;2119855	-;-;-	1605	9	5	5	6	796	1473	241	245	0	0	0	2	43	10	9	11	2823	380	492	2119	3610	2302	2017	4728
DDB_G0284531	4	2120807	2121467	-	661	4	1	2	1	60	29	30	24	16	10	9	2	30	12	13	14	140	30	33	115	108	27	73	66
DDB_G0284559	4	2123220	2124500	+	1281	12	6	7	26	409	501	226	200	120	89	111	84	2863	660	802	792	5314	1354	1363	3578	1492	561	1122	1214
DDB_G0284467	4;4;4	2125012;2125269;2126032	2125150;2125911;2126419	+;+;+	1170	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	4	2	0	3
DDB_G0284533	4;4;4	2126693;2127276;2127886	2127189;2127700;2127964	-;-;-	1001	23439	59164	33942	37794	15979	5425	18072	10747	36374	46179	43772	47705	14385	4195	12472	23108	9916	3879	8933	3795	5918	15632	36578	22083
DDB_G0284469	4;4;4	2128349;2129002;2129514	2128877;2129384;2129813	-;-;-	1212	4416	4432	3426	3450	4439	10895	3449	3749	13387	9625	3715	2250	7313	2345	2406	2479	17117	7841	6781	13146	15471	2501	2959	10186
DDB_G0284561	4	2131768	2134716	+	2949	507	510	310	191	28	60	38	36	685	552	175	111	56	10	26	18	18	24	31	19	30	13	9	55
DDB_G0284563	4;4	2134830;2135944	2135854;2136543	-;-	1625	890	980	808	925	815	281	521	473	631	815	297	346	540	269	251	520	451	126	460	293	300	468	261	472
DDB_G0284535	4;4;4;4	2137607;2137776;2138037;2138215	2137695;2137933;2138124;2139418	+;+;+;+	1539	31105	35556	29750	24027	1809	7625	2093	1244	24624	21794	7171	3798	17643	5479	4732	5697	8622	6428	5860	7577	6651	1542	1368	4407
DDB_G0284537	4;4;4	2139773;2140004;2140354	2139927;2140257;2140959	-;-;-	1015	211	184	124	100	1281	1269	823	896	395	284	225	91	119	37	89	90	216	142	113	215	3222	388	904	1956
DDB_G0284565	4;4	2142583;2147390	2147169;2147600	-;-	4798	2573	3721	1817	1830	223	271	195	134	3945	3212	536	707	2258	1331	426	553	1353	732	1087	1604	375	152	99	166
DDB_G0284473	4;4;4;4;4	2148963;2149489;2149774;2150549;2151081	2149380;2149650;2149961;2150809;2151261	-;-;-;-;-	1210	14049	16659	18496	17769	6607	9752	4683	6519	12378	11581	15352	5817	20825	7028	6488	6907	13795	12818	11339	7260	7833	2324	4239	6565
DDB_G0284539	4;4	2152696;2155103	2155016;2155778	-;-	2997	176	312	198	272	57	113	82	42	158	108	14	24	47	35	41	34	65	72	89	76	51	27	30	46
DDB_G0284567	4;4;4	2159197;2160827;2161118	2160697;2161032;2161470	+;+;+	2060	1465	1819	1127	1177	2201	2355	1295	1605	1368	1063	856	404	1633	622	815	672	2045	1397	1302	1293	2125	547	755	1266
DDB_G0284579	4;4	2163129;2163741	2163135;2166037	+;+	2304	1496	2654	2152	2725	4722	3716	3162	1521	1887	1682	549	976	722	234	618	750	698	472	806	425	4611	1276	1601	2997
DDB_G0284569	4;4;4;4;4	2167100;2167987;2168458;2168936;2169171	2167906;2168361;2168859;2169091;2169809	+;+;+;+;+	2379	0	0	3	0	11	10	10	6	6	1	1	3	1	0	2	1	1	2	1	2	20	2	0	4
DDB_G0284571	4;4;4;4;4	2170020;2170493;2170677;2171141;2171567	2170405;2170553;2171047;2171482;2171619	-;-;-;-;-	1213	9478	11221	9275	9148	1534	3460	1594	1086	15934	15308	8040	2685	19342	8870	30068	8731	23231	16716	15393	8242	7448	1454	3283	3372
DDB_G0284573	4;4	2172248;2172925	2172575;2173545	+;+	949	1686	1626	1417	1359	898	855	413	446	1766	1674	237	146	2327	1171	2536	886	2402	1252	1505	1140	1307	276	388	629
DDB_G0284575	4	2173651	2175670	-	2020	392	709	737	823	461	379	546	248	342	311	92	189	170	70	155	281	240	151	313	121	290	437	409	378
DDB_G0284577	4;4;4;4	2176004;2176663;2177175;2178049	2176535;2177002;2177939;2178189	-;-;-;-	1778	631	1235	896	1049	1721	816	692	783	1039	995	314	480	1059	286	405	527	1031	544	711	572	1664	726	745	1300
DDB_G0284589	4;4;4;4	2178851;2179021;2179220;2179588	2178865;2179065;2179346;2179736	+;+;+;+	336	448	496	467	376	619	463	351	218	1050	685	614	199	826	300	797	394	1005	568	466	447	1429	404	794	917
DDB_G0284581	4;4;4	2179994;2180748;2180968	2180637;2180871;2181245	+;+;+	1046	62	61	70	54	162	118	76	66	81	48	60	20	77	32	95	41	164	69	70	98	234	55	153	190
DDB_G0284583	4;4	2181572;2182127	2182022;2183756	+;+	2081	1531	4860	4117	3575	5044	1259	5393	2759	5464	6655	1146	4830	2685	307	1491	4975	2348	515	2335	644	2237	7010	2822	5007
DDB_G0284585	4;4;4;4	2184288;2184591;2184824;2185774	2184453;2184727;2185689;2186464	+;+;+;+	1860	18	8	7	19	1	8	18	25	24	4	19	27	4	0	12	32	7	1	4	7	14	1	11	22
DDB_G0284587	4;4;4	2187130;2187353;2188347	2187272;2188219;2188612	+;+;+	1276	384	437	465	460	542	412	298	244	624	419	305	132	541	171	581	288	605	310	300	336	707	180	333	460
DDB_G0284591	4;4	2189321;2192563	2192455;2193096	-;-	3669	184	270	271	277	584	355	537	314	100	122	43	84	54	35	28	56	52	32	67	47	153	91	37	118
DDB_G0284597	4;4;4;4;4	2205498;2205863;2206117;2206459;2206912	2205757;2206002;2206380;2206822;2207086	-;-;-;-;-	1203	5992	7713	7197	7488	2234	4395	1781	1345	10822	8503	4398	1967	7864	3053	6660	3588	9085	6479	4951	5062	6543	1321	2228	3653
DDB_G0284599	4	2207693	2209306	+	1614	612	1152	850	839	2993	786	1959	1583	1071	1146	273	493	1524	298	666	931	1114	346	858	480	1541	1957	615	1584
DDB_G0284601	4;4	2209637;2210401	2210226;2210710	-;-	900	1967	1935	2016	2331	2524	2898	1305	1913	2405	2174	2478	1558	5628	2006	1256	2026	5966	3798	4034	3145	2820	952	2612	2734
